month_day,title,body,reflection,language,status,source
05-30,A SOLIDÃO EM OPOSIÇÃO AO ISOLAMENTO,"""Partilhar com outros impede que nos sintamos isolados e sós."" Texto Básico, p. 96

Existe uma diferença entre estar sozinho e ser um solitário. Ser um solitário é um estado de alma, um vazio que nos faz sentir tristes e por vezes em desespero. A solidão nem sempre passa quando nos envolvemos numa relação ou nos rodeamos de pessoas. Alguns de nós sentem-se sós, mesmo numa sala cheia de gente. Muitos de nós chegaram a Narcóticos Anónimos saídos da solidão desesperante da adicção. Depois de irmos a reuniões, começamos a fazer novos amigos e muitas vezes os nossos sentimentos de solidão são aliviados. Mas muitos de nós têm de enfrentar a solidão ao longo da sua recuperação. Qual é a cura para a solidão? A melhor cura é iniciar uma relação com um Poder Superior que pode ajudar a preencher o vazio de alma. Descobrimos que quando acreditamos num Poder Superior nunca precisamos de sentir-nos sós. Podemos sentir-nos mais confortavelmente sozinhos quando temos um contacto consciente com um Deus da nossa concepção. Muitas vezes sentimo-nos profundamente realizados na nossa interacção com os outros, à medida que progredimos na nossa recuperação. Mas também vemos que, quanto mais perto estivermos do nosso Poder Superior, menos necessitaremos de rodear-nos de outras pessoas. Começamos a encontrar um espírito dentro de nós que é o nosso companheiro permanente, à medida que continuamos a explorar e a aprofundar a nossa relação com um Poder superior a nós próprios. Compreendemos que estamos espiritualmente ligados a algo maior do que nós.",Vou buscar conforto no meu contacto consciente com um Poder Superior. Nunca estou sozinho.,pt-CV,published,SPH Meditacões.xlsx
05-31,MANTER AS COISAS SIMPLES,"""Vivemos um dia de cada vez, mas também de momento a momento. Quando paramos de viver no aqui e no agora, os nossos problemas são aumentados exageradamente."" Texto Básico, p. 111

Muitas vezes a vida parece demasiado complicada para se compreender, principalmente para aqueles que se esconderam dela durante tanto tempo. Quando parámos de usar drogas, muitos de nós confrontaram-se com um mundo confuso, aterrador até. Olhar para a vida e para todos os seus pormenores, de uma só vez, pode ser esmagador. Pensamos que, afinal de contas, talvez não consigamos aguentar a vida, e que é inútil tentar. Estes pensamentos alimentam-se a si próprios e depressa ficamos paralisados pela ideia complicada que fizemos da vida. Felizmente não precisamos de corrigir tudo de uma vez. Resolver apenas um problema parece possível, por isso debruçamo-nos sobre eles, um de cada vez. Vivemos cada momento à medida que vá chegando, um de cada vez. Aprendemos a estar limpos só por hoje, e lidamos com os nossos problemas do mesmo modo. Quando vivemos a vida em cada momento, esta não parece tão aterradora. Um fôlego de cada vez, podemos manter-nos limpos e aprender a viver.","Vou manter as coisas simples, vivendo apenas este momento. Hoje vou lidar apenas com os problemas de hoje; vou deixar os problemas de amanhã para amanhã.",pt-CV,published,SPH Meditacões.xlsx
06-01,VOLTA QUE ISTO RESULTA,"""Não precisamos de estar limpos quando aqui chegamos, mas depois da primeira reunião sugerimos que os recém-chegados continuem a voltar e voltem limpos. Não precisamos de esperar por uma 'overdose' ou pela prisão para conseguirmos a ajuda de Narcóticos Anónimos."" Texto Básico, p. 12

Muito poucos de nós chegam a NA a transbordar de boa-vontade. Alguns de nós estão cá porque os tribunais assim os obrigam. Alguns vieram numa tentativa de preservar as famílias. Alguns vêm num esforço de salvar uma carreira à beira da ruína. Não importa porque é que estamos aqui. O que importa é que estamos. Temos ouvido dizer que ""se trouxermos o corpo, a mente virá a seguir."" Podemos vir às reuniões um pouco contra vontade. Podemos ser daqueles que se sentam nas últimas filas com os braços cruzados, a olhar ameaçadoramente para quem se aproxime. E se calhar até saímos antes do fim. Mas se continuarmos a voltar veremos que as nossas mentes começam a abrir-se. Baixam as nossas defesas e começamos a escutar realmente o que os outros partilham. Podemos até ouvir alguma partilha com a qual nos identifiquemos. Iniciamos o processo de mudança. Após algum tempo em NA, vemos que aquilo que nos acompanha às reuniões já é mais do que apenas as nossas mentes. Mais importante ainda, também os nossos corações já nos acompanham. Depois disto acontecer, começam realmente os milagres!",Vou esforçar-me por escutar com uma mente aberta aquilo que for partilhado.,pt-CV,published,SPH Meditacões.xlsx
06-02,CANSADOS E FARTOS,"""Queríamos uma solução fácil... Quando acabávamos por pedir ajuda, queríamos era não ter de sofrer."" Texto Básico, p. 5

Há algo que não está a resultar. Na verdade, há algo que não está a resultar há muito tempo, causando-nos dor e complicando as nossas vidas. O problema é que, em qualquer momento, parece sempre mais fácil continuar a suportar a dor dos nossos defeitos do que submetermo-nos a uma reviravolta total que envolva mudar o nosso modo de vida. Poderemos ansiar por vermo-nos livres da dor, mas só raramente estamos dispostos a fazer o que for necessário para remover das nossas vidas a fonte dessa dor. A maioria de nós só começou a procurar recuperar da adicção quando nos sentimos ""fartos de estar fartos"". O mesmo é verdade com os defeitos de carácter que têm permanecido ao longo das nossas vidas. Só quando já não conseguirmos aguentar as nossas imperfeições nem mais um momento, só quando soubermos que a dor de mudar não pode ser tão má quanto a dor que sentimos hoje, é que a maioria de nós estará disposta a tentar algo diferente. Graças a Deus, os passos estão sempre lá, não importa aquilo de que estejamos fartos. A ironia está em que, assim que tomarmos a decisão de iniciar o processo dos Doze Passos, compreendemos que os nossos medos de mudança não tinham fundamento. Os passos dão-nos um programa suave de mudança, um passo de cada vez. Não há nenhum passo que seja tão aterrador que não possamos praticá-lo. À medida que aplicamos os passos nas nossas vidas, experimentamos uma mudança que nos liberta.","Não importa aquilo que me impeça de viver uma vida plena e feliz, sei que o programa pode ajudar-me a mudar, um passo de cada vez. Não preciso de recear os Doze Passos.",pt-CV,published,SPH Meditacões.xlsx
06-03,REPARAÇÕES DIRECTAS E INDIRECTAS,"""Fazemos as nossas reparações o melhor que pudermos."" Texto Básico, p. 46

O Nono Passo diz-nos para fazermos reparações directas sempre que possível. A nossa experiência diz-nos que essas reparações directas devem ser seguidas de mudanças duradouras nas nossas atitudes e no nosso comportamento - isto é, de reparações indirectas. Por exemplo, digamos que partimos um vidro a alguém num ataque de raiva. Não seria suficiente olharmos piedosamente para essa pessoa e pedirmos desculpa. Reparamos directamente o mal que fizemos ao admitirmos o nosso erro e ao substituirmos o vidro - reparamos aquilo que danificámos. Depois seguimos as nossas reparações directas com reparações indirectas. Se tivermos agido zangados, partindo um vidro, olhamos para os padrões do nosso comportamento e as nossas atitudes. Depois de repararmos o vidro partido, procuramos reparar também as nossas atitudes partidas - tentamos ""reparar as nossas atitudes"". Modificámos o nosso comportamento, e fazemos um esforço diário para não agirmos em raiva. Fazemos reparações directas reparando os danos que causamos. Fazemos reparações indirectas reparando as atitudes que nos levam, em primeiro lugar, a causar esses danos, ajudando a assegurar que não faremos mais estragos no futuro.","Vou fazer reparações directas, sempre que possível. Vou também fazer reparações indirectas, ""tornando-me melhor"", mudando as minhas atitudes, e modificando o meu comportamento.",pt-CV,published,SPH Meditacões.xlsx
06-04,"VAMOS CONSTRUIR, NÃO DESTRUIR","""A ideia negativa que tínhamos de nós mesmos tem sido substituída por uma preocupação positiva pelos outros."" Texto Básico, p. 18

A fofoca alimenta uma fome sinistra dentro de nós. Por vezes achamos que a única forma de nos sentirmos bem connosco próprios é fazer com que alguém pareça mal em comparação. Mas o tipo de auto-estima que pode ser obtido à custa de outras pessoas é vazio e não vale o seu preço. Como é que deveremos então lidar com a opinião negativa de nós próprios? É simples. Substituímo-la por uma preocupação positiva pelos outros. Em vez de insistirmos na nossa baixa auto-estima, viramo-nos para aqueles à nossa volta e procuramos servi-los. Isso poderá parecer uma forma de evitar a questão, mas não é. Não há nada que possamos fazer, ao insistirmos numa baixa opinião de nós próprios, a não ser criarmos cada vez mais autopiedade. Mas ao substituirmos essa nossa autopiedade por uma preocupação activa e interessada pelos outros, tornamo-nos o tipo de pessoa que podemos respeitar. A forma de construirmos a nossa auto-estima não é destruindo os outros, mas encorajando-os através do amor e de uma atitude positiva. Para nos ajudar nisto, poderemos perguntar a nós próprios se estamos a contribuir para o problema ou para a solução. Hoje, podemos escolher construir em vez de destruir.","Embora possa sentir-me triste, não preciso de deitar os outros abaixo para me sentir melhor. Hoje vou substituir a minha baixa auto-estima por uma preocupação positiva pelos outros. Vou construir, não destruir.",pt-CV,published,SPH Meditacões.xlsx
06-05,REZAR COM HONESTIDADE,"""Embora seja difícil de praticar, a honestidade é imensamente recompensadora."" Texto Básico, p. 107

Como é difícil para nós sermos honestos! Muitos de nós chegam a NA tão confusos acerca daquilo que se passou nas nossas vidas, que por vezes demora meses e anos antes que tudo se torne claro. A verdade da nossa história nem sempre é tal como a contámos. Como é que podemos começar a ser mais verdadeiros? Para muitos de nós o mais fácil é ser-se honesto nas orações. Com os nossos amigos adictos, descobrimos por vezes que nos é difícil contar toda a verdade. Estamos certos de que não seremos aceites se deixarmos que os outros vejam como nós somos na realidade. É difícil vivermos a imagem de ""duro e cheio de pinta"" que criámos de nós próprios. Quando rezamos encontramos uma aceitação do nosso Poder Superior que nos permite abrir os nossos corações com honestidade. À medida que praticamos esta honestidade com o Deus da nossa concepção, vamos descobrindo que tem um efeito de rastilho nas nossas relações com os outros. Adquirimos o hábito de ser honestos. Começamos a praticar a honestidade quando partilhamos em reuniões e trabalhamos com os outros. Em troca, vemos as nossas vidas enriquecidas por amizades cada vez mais profundas. Descobrimos até que podemos ser honestos connosco próprios, a pessoa mais importante para sermos honestos. A honestidade é uma qualidade que é desenvolvida através da prática. Nem sempre é fácil ser-se totalmente verdadeiro, mas quando começamos pelo nosso Poder Superior, acharemos mais fácil estender a nossa honestidade aos outros.","Vou ser honesto com Deus, comigo próprio, e com os outros.",pt-CV,published,SPH Meditacões.xlsx
06-06,A RECUPERAÇÃO NÃO SE DÁ DE UM DIA PARA O OUTRO,"""Os Doze Passos de Narcóticos Anónimos são um processo progressivo de recuperação demonstrado nas nossas vidas diárias."" Texto Básico, p. 111

Após algum tempo em recuperação poderemos ver-nos confrontados com aquilo que pareça ser problemas pessoais inultrapassáveis, sentimentos de raiva, e desespero. Quando compreendemos aquilo que se passa, poderemos queixar-nos: ""Mas tenho-me esforçado tanto! Julgava que estava..."" Curado, talvez? Não tanto. Vez após vez ouvimos dizer que a recuperação é um processo contínuo e que nunca estaremos curados. Mas por vezes acreditamos que se trabalharmos suficientemente os passos, se rezarmos o suficiente, ou se formos a suficientes reuniões, eventualmente... Bom, talvez não curados, mas seremos algo! E nós somos ""algo"". Estamos a recuperar - a recuperar da adicção activa. Não importa aquilo que tenhamos atravessado no processo dos passos, haverá sempre mais. Aquilo de que não nos lembrámos, ou que não julgámos importante, no nosso primeiro inventário, certamente que virá ao de cima mais tarde. Vez após vez procuraremos o processo dos passos para lidarmos com aquilo que nos preocupe. Quanto mais utilizarmos este processo mais iremos confiar nele, pois conseguimos ver os resultados. Somos transportados da raiva e do ressentimento para o perdão, da negação para a honestidade e a aceitação, e da dor para a serenidade. A recuperação não se dá de um dia para o outro, e nunca estará completa. Mas cada dia traz algumas melhoras e a esperança de que haverá mais amanhã.","Vou fazer aquilo que possa pela minha recuperação hoje, e manter a esperança no seu processo contínuo.",pt-CV,published,SPH Meditacões.xlsx
06-07,ALGUÉM QUE ACREDITE EM MIM,"""Só por hoje, vou ter confiança em alguém de NA que acredite em mim e queira ajudar-me na minha recuperação."" Texto Básico, p. 111

Nem todos nós chegamos a NA largando automaticamente as drogas. Mas se continuarmos a voltar, encontramos em NarcÓticos Anónimos o apoio de que precisamos para a nossa recuperação. Mantermo-nos limpos é fácil quando temos alguém que acredita em nós, mesmo quando nós não acreditamos em nós próprios. Mesmo aquela pessoa que esteja em constantes recaídas em NA tem geralmente um firme apoiante que está lá sempre, não importa o que aconteça. É imperativo que encontremos aquela pessoa, ou aquele grupo de pessoas, que acredite em nós. Quando lhes perguntamos se alguma vez iremos ficar limpos, irão sempre responder: ""Sim, hás-de ficar limpo. Volta que isto resulta."" Todos nós precisamos de alguém que acredite em nós, especialmente quando não conseguimos acreditar em nós próprios. Quando recaímos, minamos a nossa já abalada autoconfiança, por vezes de tal forma que começamos a sentirmo-nos totalmente desesperados. Nessas alturas precisamos do apoio dos nossos fiéis amigos de NA. Dizem-nos que esta poderá ser a nossa última recaída. Sabem por experiência que, se continuarmos a ir a reuniões, eventualmente iremos largar as drogas e manter-nos limpos. E difícil a muitos de nós acreditarmos em nós próprios. Mas quando alguém nos ama incondicionalmente, dando-nos o seu apoio não importa quantas vezes tenhamos recaído, a recuperação em NA torna-se um pouco mais real para nós.",Vou encontrar alguém que acredite em mim. Vou acreditar nessa pessoa.,pt-CV,published,SPH Meditacões.xlsx
06-08,O ÚNICO REQUISITO,"""Este programa oferece esperança. Tudo o que precisas de trazer contigo é o desejo de parar de usar e estares disposto a experimentar um novo modo de vida."" IP no 16, Para o recém-chegado

De tempos a tempos questionamos se estaremos a ""fazer as coisas bem"" em Narcóticos Anónimos. Estaremos a ir a suficientes reuniões? Estaremos a utilizar o nosso padrinho ou madrinha, ou a trabalhar os passos, ou a partilhar, ou a ler, ou a viver de forma ""certa""? Damos valor à irmandade de adictos em recuperação, pois não sabemos o que faríamos sem ela. E se a forma como praticamos o nosso programa estiver ""errada""? Isso fará de nós ""maus"" membros de NA? Poderemos lidar com as nossas inseguranças revendo a nossa Terceira Tradição, que nos assegura que ""o único requisito para se ser membro é um desejo de parar de usar"". Não existe qualquer regra que diga que temos de ir a estas tantas reuniões, ou a reuniões específicas, ou trabalhar os ""passos"" desta forma a este ritmo, ou viver as nossas vidas para agradar a estas pessoas, a fim de permanecermos membros bem vistos em NA. É verdade que, se quisermos o tipo de recuperação que vemos em membros que respeitamos, iremos querer praticar o tipo de programa que tornou a sua recuperação possível. Mas NA é uma irmandade de liberdade; trabalhamos o programa da melhor forma para nós, e não para os outros. O único requisito para se ser membro é um desejo de parar de usar.","Vou olhar para o programa que estou a praticar, à luz da minha própria recuperação. Vou praticar esse programa o melhor que puder.",pt-CV,published,SPH Meditacões.xlsx
06-09,OS VELHOS SONHOS NÃO PRECISAM DE MORRER,"""Sonhos perdidos despertam, e surgem novas possibilidades."" Texto Básico, p. 103

A maioria de nós tinha sonhos quando éramos novos. Quer fossem sonhos de uma carreira dinâmica, de uma família grande e feliz, ou de viagens ao estrangeiro, eles morreram quando nos deixámos prender pela nossa adicção. Tudo aquilo que quisemos foi posto de lado na nossa busca de drogas. Os nossos sonhos não iam além da droga seguinte e da euforia que esperávamos que ela nos trouxesse. Agora, em recuperação, encontramos uma razão para esperar que os nossos sonhos perdidos ainda possam tornar-se realidade. Não importa a idade que tenhamos, ou quanto a nossa adicção nos tenha tirado, ou quão improváveis possam parecer as nossas atitudes, a libertação da adicção activa dá-nos a possibilidade de perseguir as nossas ambições. Podemos descobrir que temos talento para alguma coisa, ou descobrir um passatempo de que gostemos, ou aprender que prosseguirmos a nossa recuperação poderá ser muito recompensador. Costumávamos colocar quase todas as nossas energias a inventar desculpas e racionalizações para os nossos falhanços. Hoje seguimos em frente e fazemos uso das muitas oportunidades que a vida nos coloca. Podemos surpreender-nos com aquilo de que somos capazes. Apoiados nos alicerces da nossa recuperação, o sucesso, a realização e a satisfação estão por fim ao nosso alcance.",A partir de hoje vou fazer aquilo que possa para realizar os meus sonhos.,pt-CV,published,SPH Meditacões.xlsx
06-10,MUDAR OS MOTIVOS,"""Quando por fim afastamos do caminho os nossos motivos egoístas, começamos a encontrar uma paz que nunca julgámos possível."" Texto Básico, p. 52

Quando olhamos para as nossas crenças, as nossas acções, e os nossos motivos em recuperação, vemos que haverá alturas em que fazemos as coisas pelos motivos errados. No princípio da nossa recuperação poderemos ter gasto bastante tempo e dinheiro com outros, numa tentativa de que eles gostassem de nós. Mais tarde, poderemos ver que continuamos a gastar dinheiro com os outros, mas que os nossos motivos para isso mudaram. Fazemos isso porque nós gostamos deles. Ou talvez que antes envolvíamo-nos em relações, porque nos sentíamos vazios por dentro, e procurávamos preencher esse vazio com outras pessoas. As nossas razões agora para nos apaixonarmos baseiam-se num desejo de partilhar com alguém as nossas vidas, já recompensadoras. Talvez trabalhássemos os passos porque tinhamos medo de recair se o não fizéssemos. Hoje, praticamos os passos porque queremos crescer espiritualmente. Hoje temos um novo propósito na vida, e a mudança dos nossos motivos prova isso. Temos tanto mais para dar do que as nossas exigências e inseguranças. Desenvolvemos uma plenitude espiritual e uma paz interior que elevam a nossa recuperação a um novo plano. Estendemos o nosso amor e partilhamos a nossa recuperação com uma generosidade total, e a diferença que fazemos é aquilo que acabamos por deixar àqueles que ainda hão-de juntar-se a nós.","Em recuperação, os meus motivos têm mudado. Quero fazer as coisas pelo motivo certo, e não para meu benefício pessoal. Hoje vou examinar os meus motivos.",pt-CV,published,SPH Meditacões.xlsx
06-11,VIVER LIMPOS,"""À medida que recuperamos, ganhamos uma nova perspectiva sobre o viver limpo... A vida pode tomar-se uma nova aventura para nós."" Texto Básico, p. 88

A vida com drogas não é uma vida limpa - ninguém sabe isso melhor do que nós. Alguns de nós vivia numa miséria física, sem nos preocuparmos com nós próprios ou com aquilo que nos rodeava. Mas pior do que qualquer miséria exterior, era a forma como a maioria de nós se sentia por dentro. As coisas que fazíamos para conseguir as drogas, a forma como tratávamos os outros, e a forma como nos tratávamos a nós próprios, levavam-nos a sentir-nos sujos. Muitos de nós lembram-se das muitas manhãs em que acordámos desejando que, por uma vez, pudéssemos sentir-nos limpos, connosco e com as nossas vidas. Hoje, temos a oportunidade de nos sentirmos limpos ao vivermos sem drogas. Para nós, adictos, viver limpo começa com não usar - apesar de tudo, é esse o significado principal da palavra ""limpo"" em Narcóticos Anónimos. Mas, à medida que nos mantemos ""limpos"" e trabalhamos os Doze Passos, descobrimos um outro tipo de ""limpo"". É o limpo que advém de admitirmos a verdade acerca da nossa adicção, em vez de escondermos ou de negarmos a nossa doença. E a frescura que advem de assumirmos os nossos erros e de fazermos reparações por eles. É a vitalidade que resulta de um novo conjunto de valores que desenvolvemos na busca da vontade de um Poder Superior para nós. Quando praticamos os princípios do nosso programa em todas as áreas das nossas vidas, não há motivos para nos sentirmos sujos acerca das nossas vidas ou dos nossos modos de vida - estamos a viver limpos, e gratos por finalmente assim o estarmos. Uma ""vida limpa"" costumava ser só para os ""caretas"". Hoje, viver limpo é a única forma em que queremos viver.",Sinto-me limpo porque estou a viver limpo - e é assim que quero continuar.,pt-CV,published,SPH Meditacões.xlsx
06-12,UMA VISÃO DE ESPERANÇA,"""Sim, somos uma visão de esperança."" Texto Básico, p. 60

Quando chegámos ao fim do caminho, a maioria de nós havia perdido toda a esperança numa vida sem drogas. Acreditámos que íamos morrer da nossa doença. O despertar que foi, então, entrarmos na nossa primeira reunião e vermos uma sala cheia de adictos que se mantinham limpos! Um adicto limpo é, de facto, uma visão de esperança. Hoje, damos essa mesma esperança a outros. Os recém-chegados vêem o brilho de alegria nos nossos olhos, vêem como nos portamos, ouvem-nos falar nas reuniões, e por vezes querem aquilo que nós encontrámos. Acreditam em nós até conseguirem acreditar em si próprios. Os recém-chegados ouvem-nos transmitir-lhes uma mensagem de esperança. Tendem a ver-nos através de ""lentes cor-de-rosa"". Nem sempre reconhecem a nossa luta contra determinado defeito de carácter, ou as nossas dificuldades em melhorar o nosso contacto consciente com o nosso Poder Superior. Leva-lhes tempo a compreenderem que nós, os ""pilares"" com três ou seis ou dez anos de tempo limpo, por vezes colocamos personalidades acima de princípios, ou sofremos de um ou outro mal-aparentado defeito de carácter. Sim, o recém-chegado coloca-nos por vezes num pedestal. É todavia saudável que admitamos abertamente a natureza dos nossos conflitos em recuperação, pois o recém-chegado em breve estará a atravessar essas mesmas dificuldades. E, ao fazê-lo, recordar-se-á de que outros já passaram por essa dificuldade e mantiveram-se limpos.","Vou lembrar-me de que sou um ""farol"" para todos aqueles que sigam o meu caminho, uma visão de esperança.",pt-CV,published,SPH Meditacões.xlsx
06-13,UMA VIDA PREENCHIDA,"""O programa produz um milagre nas nossas vidas... Ficamos livres para viver."" Texto Básico, p. 12

A maioria de nós - não é preciso estarmos em recuperação há muito tempo - já ouviu alguém queixar-se numa reunião de trabalhar demais, de não ter tempo para reuniões, para apadrinhar, ou para outras coisas. Talvez até já tenhamos sido nós a queixarmo-nos. Os dias parecem tão preenchidos: trabalho, família e amigos, reuniões, actividades, apadrinhamento, trabalho de passos. ""Não há horas suficientes durante o dia,"" queixamo-nos, ""para se conseguir fazer tudo e ir ao encontro das exigências de toda a gente."" Quando isto acontece, há outros que costumam rir-se - membros que se calhar planeavam queixar-se do mesmo. Esses risos vêm de reconhecermos que estamos a queixar-nos do milagre da vida que temos hoje. Há não muito tempo, só poucos de nós é que conseguiam ter qualquer um destes ""problemas"" na sua vida. Todas as nossas energias estavam dirigidas para o consumo de drogas. Hoje temos vidas preenchidas, com todos os sentimentos e todos os problemas que resultam de se viver dentro da realidade.","Vou lembrar-me de que a minha vida é um milagre. Em vez de ressentir ter uma vida tão ocupada, vou sentir-me grato por ter uma vida tão preenchida.",pt-CV,published,SPH Meditacões.xlsx
06-14,MANTER A NOSSA FÉ,"""Se diariamente mantivermos a nossa condição espiritual, será mais fácil lidarmos com a dor e a confusão."" Texto Básico, p. 106

Quando iniciámos a procura de um Poder superior a nós mesmos, muitos de nós ficaram presos a velhas crenças e ideias. Estas iam desde o medo de um Deus castigador e vingativo, até à ausência total de crença. Alguns de nós sentimos que havíamos feito coisas tão horríveis que um Poder amantíssimo nunca quereria ter algo a ver connosco. Outros convencemo-nos de que as coisas ""más"" que nos aconteceram nunca se teriam passado se existisse de facto um Poder amantíssimo. Foi preciso tempo, esforço, uma mente aberta, e fé, para adquirirmos uma crença prática num Poder Superior amantíssimo que nos orientasse através dos desafios da vida. Mesmo depois de virmos a acreditar num Poder superior a nós mesmos, as nossas velhas ideias podem voltar ao de cima para nos assolar. Os contratempos nas nossas vidas e as inseguranças por eles criados podem conduzir ao regresso das nossas velhas e inadequadas ideias acerca de Deus. Quando isso acontece, precisamos de nos assegurar de que o nosso Poder Superior não nos abandonou, mas que está à espera para nos ajudar a atravessar os momentos difíceis na nossa recuperação. Não importa quão dolorosas possam ser as nossas perdas, iremos sobreviver aos contratempos e continuar a crescer, se mantivermos a fé que o nosso programa nos deu.","Tenho-me aplicado a construir a minha fé num Poder Superior amantíssimo e carinhoso, que nos guiará através dos desafios da vida. Hoje vou confiar nesse Poder.",pt-CV,published,SPH Meditacões.xlsx
06-15,RESISTÊNCIA À MUDANÇA,"""Muitos de nós agarram-se aos nossos medos, dúvidas, baixa auto-estima ou ódio, pois há como que uma falsa segurança na dor que nos é familiar. Parece mais seguro abraçarmos aquilo que conhecemos, do que o largarmos e seguirmos em direcção ao desconhecido."" Texto Básico, p. 39

Já tenho ouvido dizer que ""quando a dor de permaneceremos na mesma for maior do que a dor da mudança, iremos mudar."" Os nossos medos podem impedir-nos de crescer, de pôr um fim a relações, de mudar de emprego, de ir a novas reuniões, de começar novas amizades, ou de tentar qualquer coisa fora do vulgar. Permanecemos, por muito mais tempo do que deveríamos, em situações que já não estão a resultar, apenas porque aquilo que é familiar é para nós mais seguro do que o desconhecido. Qualquer mudança implica ultrapassarmos os nossos medos. ""E se eu ficar sozinho para sempre?"", poderemos pensar, perante a hipótese de pormos fim a uma relação. ""E se eu descobrir que sou incompetente?"", pensaremos ao contemplar uma mudança de trabalho. Poderemos evitar ir a novas reuniões pois teremos de nos aproximar de outros. As nossas mentes produzem centenas de desculpas para nos deixarmos ficar onde estamos, com medo de tentarmos algo de novo. Descobrimos que a maior parte da nossa dor não advém da mudança, mas antes da resistência à mudança. Em NA aprendemos que a mudança é a forma de avançar nas nossas vidas. Novos amigos, novas relações, novos interesses e desafios, irão substituir tudo o que esteja velho. Com estas coisas novas nas nossas vidas, encontraremos novas alegrias e amores.","Vou deixar ir o antigo e abraçar o novo, e assim crescer.",pt-CV,published,SPH Meditacões.xlsx
06-16,ACEITAR A VIDA,"""Há algumas coisas que temos de aceitar, outras que podemos modificar. A sabedoria para distinguir umas das outras surge com o crescimento no nosso programa espiritual."" Texto Básico, p. 106

É relativamente fácil aceitarmos as coisas de que gostamos - o difícil é aceitarmos aquilo de que não gostamos. Mas refazer o mundo e toda a gente só para agradar os nossos gostos não resolveria nada. Afinal de contas, acharmos que o mundo era culpado de todos os nossos problemas foi a atitude que prolongou o nosso uso - e essa atitude quase que nos matou. Ao praticarmos os passos, começamos a questionar o nosso papel na criação das vidas inaceitáveis que vivemos. Na maioria dos casos descobrimos que aquilo que precisava de ser mudado era a nossa própria atitude e as nossas próprias acções, e não as pessoas, os lugares ou as coisas à nossa volta. Em recuperação, rezamos pela sabedoria para distinguir a diferença entre aquilo que pode e aquilo que não pode ser modificado. Depois, quando vemos a realidade da nossa situação, rezamos pela boa-vontade para nos modificarmos a nós próprios.","Poder Superior, concede-me a sabedoria para ver a diferença entre aquilo que pode ser modificado, e aquilo que eu tenho de aceitar. Ajuda-me a aceitar com gratidão a vida que me foi dada.",pt-CV,published,SPH Meditacões.xlsx
06-17,MURALHAS,"""Procurar ajuda fora de nós é o início da luta que irá libertar-nos, destruindo as muralhas que nos aprisionam."" Texto Básico, p. 94

Muitos de nós chegaram a NA emocionalmente destroçados. Anos a fio a usar pessoas, e a deixar que elas nos usassem, tiveram o seu efeito na nossa capacidade para confiar em alguém, incluindo em nós próprios. Mas o amor e a aceitação que encontrámos em Narcóticos Anónimos encorajaram-nos a darmos a mão e a aproximarmo-nos dos outros. Quanto mais avançámos em recuperação, mais sentimos o desejo de nos aproximarmos daqueles que amamos. Começámos a ajudar os outros de formas mais profundas e com maior sentido, embora pudéssemos vir a ser magoados. Apesar dos nossos medos de rejeição, decidimos arriscar a revelarmo-nos a nós mesmos, às nossas crenças e às nossas necessidades. Decidimos deitar abaixo as nossas muralhas defensivas. A liberdade que encontrámos tem valido bem o risco envolvido. Sabemos que ainda há trabalho a fazer antes de estarmos completamente livres das barreiras construídas ao longo de anos de adicção activa. Mas, ao darmos a mão a outros adictos e ao deixarmos que eles nos dêem a mão, apesar das nossas fraquezas humanas, viemos a conhecer a nossa grande capacidade para amar e sentir intimidade. Quando nos libertamos das muralhas que nos prendem, os nossos corações contêm grande poder.",Vou deitar abaixo as minhas muralhas pessoais e dar a mão a outros. Vou deixar que o meu coração sinta a liberdade de amar e de ser amado.,pt-CV,published,SPH Meditacões.xlsx
06-18,REPARAÇÕES INDIRECTAS,"""As reparações indirectas podem ser necessárias onde uma reparação directa seria arriscada ou iria colocar outras pessoas em perigo."" Texto Básico, p. 47

Quando usávamos não deixávamos que nada se pusesse no caminho das drogas. Não nos lembramos, por isso, com precisão, de toda a gente a quem prejudicámos, financeira ou emocionalmente. Quando chegou a altura de fazer reparações através do nosso Nono Passo, descobrimos que havia tanta gente a quem havíamos prejudicado que provavelmente nunca nos lembraríamos de todos. Com a ajuda do nosso padrinho ou madrinha e de outros membros em recuperação em NA, encontrámos uma solução para este obstáculo. Comprometemo-nos a completar estas reparaçÕes anónimas servindo a comunidade. Concentrámos os nossos esforços de serviço na ajuda ao adicto que ainda sofre. Encontrámos assim uma forma de retribuir à sociedade. Hoje, com o amor e a orientação de membros em NA, estamos a construir, em vez de destruir, o mundo à nossa volta. Estamos a transformar as nossas comunidades em sítios melhores para viver, ao transmitirmos a mensagem de recuperação àqueles que vamos encontrando nas nossas vidas.","Vou fazer reparações indirectas dando a mão a um adicto que possa precisar de ajuda. Vou fazer um esforço, mesmo que pequeno, para tornar a minha comunidade um sítio melhor para se viver.",pt-CV,published,SPH Meditacões.xlsx
